+-----------------------------+-------------------------------------------+----------+---------------------------------+-----+
| OreDict Key                 | Registry name                             | Meta/dmg | Display name                    | NBT |
| paneGlassBlue               | minecraft:stained_glass_pane              |       11 | Blue Stained Glass Pane         |     |
| paneGlassBrown              | minecraft:stained_glass_pane              |       12 | Brown Stained Glass Pane        |     |
| paneGlassColorless          | minecraft:glass_pane                      |        0 | Glass Pane                      |     |
| paneGlassCyan               | minecraft:stained_glass_pane              |        9 | Cyan Stained Glass Pane         |     |
| paneGlassGray               | minecraft:stained_glass_pane              |        7 | Gray Stained Glass Pane         |     |
| paneGlassGreen              | minecraft:stained_glass_pane              |       13 | Green Stained Glass Pane        |     |
| paneGlassLightBlue          | minecraft:stained_glass_pane              |        3 | Light Blue Stained Glass Pane   |     |
| paneGlassLightGray          | minecraft:stained_glass_pane              |        8 | Light Gray Stained Glass Pane   |     |
| paneGlassLime               | minecraft:stained_glass_pane              |        5 | Lime Stained Glass Pane         |     |
| paneGlassMagenta            | minecraft:stained_glass_pane              |        2 | Magenta Stained Glass Pane      |     |
| paneGlassOrange             | minecraft:stained_glass_pane              |        1 | Orange Stained Glass Pane       |     |
| paneGlassPink               | minecraft:stained_glass_pane              |        6 | Pink Stained Glass Pane         |     |
| paneGlassPurple             | minecraft:stained_glass_pane              |       10 | Purple Stained Glass Pane       |     |
| paneGlassRed                | minecraft:stained_glass_pane              |       14 | Red Stained Glass Pane          |     |
| paneGlassWhite              | minecraft:stained_glass_pane              |        0 | White Stained Glass Pane        |     |
| paneGlassYellow             | minecraft:stained_glass_pane              |        4 | Yellow Stained Glass Pane       |     |
| paper                       | minecraft:paper                           |        0 | Paper                           |     |
| pebble                      | botania:manaresource                      |       21 | Pebble                          |     |
| pestleAndMortar             | botania:pestleandmortar                   |        0 | Pestle and Mortar               |     |
| petalBlack                  | botania:mushroom                          |       15 | Black Shimmering Mushroom       |     |
| petalBlack                  | botania:petal                             |       15 | Mystical Black Petal            |     |
| petalBlue                   | botania:mushroom                          |       11 | Blue Shimmering Mushroom        |     |
| petalBlue                   | botania:petal                             |       11 | Mystical Blue Petal             |     |
| petalBrown                  | botania:mushroom                          |       12 | Brown Shimmering Mushroom       |     |
| petalBrown                  | botania:petal                             |       12 | Mystical Brown Petal            |     |
| petalCyan                   | botania:mushroom                          |        9 | Cyan Shimmering Mushroom        |     |
| petalCyan                   | botania:petal                             |        9 | Mystical Cyan Petal             |     |
| petalGray                   | botania:mushroom                          |        7 | Gray Shimmering Mushroom        |     |
| petalGray                   | botania:petal                             |        7 | Mystical Gray Petal             |     |
| petalGreen                  | botania:mushroom                          |       13 | Green Shimmering Mushroom       |     |
| petalGreen                  | botania:petal                             |       13 | Mystical Green Petal            |     |
| petalLightBlue              | botania:mushroom                          |        3 | Light Blue Shimmering Mushroom  |     |
| petalLightBlue              | botania:petal                             |        3 | Mystical Light Blue Petal       |     |
| petalLightGray              | botania:mushroom                          |        8 | Light Gray Shimmering Mushroom  |     |
| petalLightGray              | botania:petal                             |        8 | Mystical Light Gray Petal       |     |
| petalLime                   | botania:mushroom                          |        5 | Lime Shimmering Mushroom        |     |
| petalLime                   | botania:petal                             |        5 | Mystical Lime Petal             |     |
| petalMagenta                | botania:mushroom                          |        2 | Magenta Shimmering Mushroom     |     |
| petalMagenta                | botania:petal                             |        2 | Mystical Magenta Petal          |     |
| petalOrange                 | botania:mushroom                          |        1 | Orange Shimmering Mushroom      |     |
| petalOrange                 | botania:petal                             |        1 | Mystical Orange Petal           |     |
| petalPink                   | botania:mushroom                          |        6 | Pink Shimmering Mushroom        |     |
| petalPink                   | botania:petal                             |        6 | Mystical Pink Petal             |     |
| petalPurple                 | botania:mushroom                          |       10 | Purple Shimmering Mushroom      |     |
| petalPurple                 | botania:petal                             |       10 | Mystical Purple Petal           |     |
| petalRed                    | botania:mushroom                          |       14 | Red Shimmering Mushroom         |     |
| petalRed                    | botania:petal                             |       14 | Mystical Red Petal              |     |
| petalWhite                  | botania:mushroom                          |        0 | White Shimmering Mushroom       |     |
| petalWhite                  | botania:petal                             |        0 | Mystical White Petal            |     |
| petalYellow                 | botania:mushroom                          |        4 | Yellow Shimmering Mushroom      |     |
| petalYellow                 | botania:petal                             |        4 | Mystical Yellow Petal           |     |
| plankCalico                 | naturalpledge:calico_planks               |    32767 | (WILDCARD)                      |     |
| plankCircuit                | naturalpledge:circuit_planks              |    32767 | (WILDCARD)                      |     |
| plankSeal                   | naturalpledge:seal_planks                 |    32767 | (WILDCARD)                      |     |
| plankThunder                | naturalpledge:thunder_planks              |    32767 | (WILDCARD)                      |     |
| plankTreatedWood            | immersiveengineering:treated_wood         |    32767 | (WILDCARD)                      |     |
| plankWood                   | minecraft:planks                          |    32767 | (WILDCARD)                      |     |
| plankWood                   | naturalpledge:alt_planks                  |        0 | Dry Iridescent Planks           |     |
| plankWood                   | naturalpledge:alt_planks                  |        1 | Golden Iridescent Planks        |     |
| plankWood                   | naturalpledge:alt_planks                  |        2 | Vivid Iridescent Planks         |     |
| plankWood                   | naturalpledge:alt_planks                  |        3 | Scorched Iridescent Planks      |     |
| plankWood                   | naturalpledge:alt_planks                  |        4 | Infused Iridescent Planks       |     |
| plankWood                   | naturalpledge:alt_planks                  |        5 | Mutated Iridescent Planks       |     |
| plankWood                   | naturalpledge:aurora_planks               |        0 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:calico_planks               |        0 | Calico Planks                   |     |
| plankWood                   | naturalpledge:circuit_planks              |        0 | Circuitree Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |        0 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |        1 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |        2 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |        3 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |        4 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |        5 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |        6 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |        7 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |        8 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |        9 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |       10 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |       11 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |       12 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |       13 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |       14 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:iris_planks                 |       15 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:rainbow_planks              |        0 | Iridescent Planks               |     |
| plankWood                   | naturalpledge:seal_planks                 |        0 | Sealing Oak Planks              |     |
| plankWood                   | naturalpledge:thunder_planks              |        0 | Thunderous Oak Planks           |     |
| plankWoodMidnight           | midnight:dark_willow_planks               |        0 | Dark Willow Planks              |     |
| plankWoodMidnight           | midnight:dead_wood_planks                 |        0 | Dead Wood Planks                |     |
| plankWoodMidnight           | midnight:dewshroom_planks                 |        0 | Dewshroom Planks                |     |
| plankWoodMidnight           | midnight:nightshroom_planks               |        0 | Nightshroom Planks              |     |
| plankWoodMidnight           | midnight:shadowroot_planks                |        0 | Shadowroot Planks               |     |
| plankWoodMidnight           | midnight:viridshroom_planks               |        0 | Viridshroom Planks              |     |
| plateAluminium              | embers:plate_aluminum                     |        0 | Aluminium Plate                 |     |
| plateAluminum               | embers:plate_aluminum                     |        0 | Aluminium Plate                 |     |
| plateAluminum               | immersiveengineering:metal                |       31 | Aluminium Plate                 |     |
| plateBronze                 | embers:plate_bronze                       |        0 | Bronze Plate                    |     |
| plateConstantan             | immersiveengineering:metal                |       36 | Constantan Plate                |     |
| plateCopper                 | embers:plate_copper                       |        0 | Copper Plate                    |     |
| plateCopper                 | immersiveengineering:metal                |       30 | Copper Plate                    |     |
| plateDawnstone              | embers:plate_dawnstone                    |        0 | Dawnstone Plate                 |     |
| plateElectrum               | embers:plate_electrum                     |        0 | Electrum Plate                  |     |
| plateElectrum               | immersiveengineering:metal                |       37 | Electrum Plate                  |     |
| plateGold                   | embers:plate_gold                         |        0 | Gold Plate                      |     |
| plateGold                   | immersiveengineering:metal                |       40 | Gold Plate                      |     |
| plateIron                   | embers:plate_iron                         |        0 | Iron Plate                      |     |
| plateIron                   | immersiveengineering:metal                |       39 | Iron Plate                      |     |
| plateLead                   | embers:plate_lead                         |        0 | Lead Plate                      |     |
| plateLead                   | immersiveengineering:metal                |       32 | Lead Plate                      |     |
| plateNickel                 | embers:plate_nickel                       |        0 | Nickel Plate                    |     |
| plateNickel                 | immersiveengineering:metal                |       34 | Nickel Plate                    |     |
| plateSilver                 | embers:plate_silver                       |        0 | Silver Plate                    |     |
| plateSilver                 | immersiveengineering:metal                |       33 | Silver Plate                    |     |
| plateSteel                  | immersiveengineering:metal                |       38 | Steel Plate                     |     |
| plateTin                    | embers:plate_tin                          |        0 | Tin Plate                       |     |
| plateUranium                | immersiveengineering:metal                |       35 | Uranium Plate                   |     |
| podzol                      | minecraft:dirt                            |        2 | Podzol                          |     |
| powderBlaze                 | minecraft:blaze_powder                    |        0 | Blaze Powder                    |     |
| powderMana                  | botania:manaresource                      |       23 | Mana Powder                     |     |
| quartzBlaze                 | botania:quartz                            |        2 | Blaze Quartz                    |     |
| quartzDark                  | botania:quartz                            |        0 | Smokey Quartz                   |     |
| quartzElven                 | botania:quartz                            |        5 | Elven Quartz                    |     |
| quartzLavender              | botania:quartz                            |        3 | Lavender Quartz                 |     |
| quartzMana                  | botania:quartz                            |        1 | Mana Quartz                     |     |
| quartzRed                   | botania:quartz                            |        4 | Redquartz                       |     |
| quartzSunny                 | botania:quartz                            |        6 | Sunny Quartz                    |     |
| record                      | minecraft:record_11                       |        0 | Music Disc                      |     |
| record                      | minecraft:record_13                       |        0 | Music Disc                      |     |
| record                      | minecraft:record_blocks                   |        0 | Music Disc                      |     |
| record                      | minecraft:record_cat                      |        0 | Music Disc                      |     |
| record                      | minecraft:record_chirp                    |        0 | Music Disc                      |     |
| record                      | minecraft:record_far                      |        0 | Music Disc                      |     |
| record                      | minecraft:record_mall                     |        0 | Music Disc                      |     |
| record                      | minecraft:record_mellohi                  |        0 | Music Disc                      |     |
| record                      | minecraft:record_stal                     |        0 | Music Disc                      |     |
| record                      | minecraft:record_strad                    |        0 | Music Disc                      |     |
| record                      | minecraft:record_wait                     |        0 | Music Disc                      |     |
| record                      | minecraft:record_ward                     |        0 | Music Disc                      |     |
| redstoneRoot                | botania:manaresource                      |        6 | Redstone Root                   |     |
| ringIron                    | bountifulbaubles:ringiron                 |        0 | Iron Ring                       |     |
| rodBlaze                    | minecraft:blaze_rod                       |        0 | Blaze Rod                       |     |
| runeAirB                    | botania:rune                              |        3 | Rune of Air                     |     |
| runeAutumnB                 | botania:rune                              |        6 | Rune of Autumn                  |     |
| runeEarthB                  | botania:rune                              |        2 | Rune of Earth                   |     |
| runeEnvyB                   | botania:rune                              |       14 | Rune of Envy                    |     |
| runeFireB                   | botania:rune                              |        1 | Rune of Fire                    |     |
| runeGluttonyB               | botania:rune                              |       10 | Rune of Gluttony                |     |
| runeGreedB                  | botania:rune                              |       11 | Rune of Greed                   |     |
| runeLustB                   | botania:rune                              |        9 | Rune of Lust                    |     |
| runeManaB                   | botania:rune                              |        8 | Rune of Mana                    |     |
| runePrideB                  | botania:rune                              |       15 | Rune of Pride                   |     |
| runeSlothB                  | botania:rune                              |       12 | Rune of Sloth                   |     |
| runeSpringB                 | botania:rune                              |        4 | Rune of Spring                  |     |
| runeSummerB                 | botania:rune                              |        5 | Rune of Summer                  |     |
| runeWaterB                  | botania:rune                              |        0 | Rune of Water                   |     |
| runeWinterB                 | botania:rune                              |        7 | Rune of Winter                  |     |
| runeWrathB                  | botania:rune                              |       13 | Rune of Wrath                   |     |
| sand                        | minecraft:sand                            |    32767 | (WILDCARD)                      |     |
| sandstone                   | minecraft:red_sandstone                   |    32767 | (WILDCARD)                      |     |
| sandstone                   | minecraft:sandstone                       |    32767 | (WILDCARD)                      |     |
| scaffoldingAluminum         | immersiveengineering:metal_decoration1    |        5 | Aluminium Scaffolding           |     |
| scaffoldingAluminum         | immersiveengineering:metal_decoration1    |        6 | Aluminium Scaffolding           |     |
| scaffoldingAluminum         | immersiveengineering:metal_decoration1    |        7 | Aluminium Scaffolding           |     |
| scaffoldingSteel            | immersiveengineering:metal_decoration1    |        1 | Steel Scaffolding               |     |
| scaffoldingSteel            | immersiveengineering:metal_decoration1    |        2 | Steel Scaffolding               |     |
| scaffoldingSteel            | immersiveengineering:metal_decoration1    |        3 | Steel Scaffolding               |     |
| scaffoldingTreatedWood      | immersiveengineering:wooden_decoration    |        1 | Treated Wood Scaffolding        |     |
| scaleDragonEnder            | bountifulbaubles:enderdragonscale         |        0 | Ender Dragon Scale              |     |
| shardLapis                  | inventorypets:nugget_lapis                |        0 | Lapis Nugget                    |     |
| slabAluminum                | immersiveengineering:storage_slab         |        1 | Aluminium Slab                  |     |
| slabCobblestone             | minecraft:stone_slab                      |        3 | Cobblestone Slab                |     |
| slabConstantan              | immersiveengineering:storage_slab         |        6 | Constantan Slab                 |     |
| slabCopper                  | immersiveengineering:storage_slab         |        0 | Copper Slab                     |     |
| slabElectrum                | immersiveengineering:storage_slab         |        7 | Electrum Slab                   |     |
| slabLead                    | immersiveengineering:storage_slab         |        2 | Lead Slab                       |     |
| slabNickel                  | immersiveengineering:storage_slab         |        4 | Nickel Slab                     |     |
| slabSheetmetalAluminum      | immersiveengineering:sheetmetal_slab      |        1 | Aluminium Sheetmetal Slab       |     |
| slabSheetmetalConstantan    | immersiveengineering:sheetmetal_slab      |        6 | Constantan Sheetmetal Slab      |     |
| slabSheetmetalCopper        | immersiveengineering:sheetmetal_slab      |        0 | Copper Sheetmetal Slab          |     |
| slabSheetmetalElectrum      | immersiveengineering:sheetmetal_slab      |        7 | Electrum Sheetmetal Slab        |     |
| slabSheetmetalGold          | immersiveengineering:sheetmetal_slab      |       10 | Gold Sheetmetal Slab            |     |
| slabSheetmetalIron          | immersiveengineering:sheetmetal_slab      |        9 | Iron Sheetmetal Slab            |     |
| slabSheetmetalLead          | immersiveengineering:sheetmetal_slab      |        2 | Lead Sheetmetal Slab            |     |
| slabSheetmetalNickel        | immersiveengineering:sheetmetal_slab      |        4 | Nickel Sheetmetal Slab          |     |
| slabSheetmetalSilver        | immersiveengineering:sheetmetal_slab      |        3 | Silver Sheetmetal Slab          |     |
| slabSheetmetalSteel         | immersiveengineering:sheetmetal_slab      |        8 | Steel Sheetmetal Slab           |     |
| slabSheetmetalUranium       | immersiveengineering:sheetmetal_slab      |        5 | Uranium Sheetmetal Slab         |     |
| slabSilver                  | immersiveengineering:storage_slab         |        3 | Silver Slab                     |     |
| slabSteel                   | immersiveengineering:storage_slab         |        8 | Steel Slab                      |     |
| slabTreatedWood             | immersiveengineering:treated_wood_slab    |    32767 | (WILDCARD)                      |     |
| slabUranium                 | immersiveengineering:storage_slab         |        5 | Uranium Slab                    |     |
| slabWood                    | minecraft:wooden_slab                     |    32767 | (WILDCARD)                      |     |
| slabWood                    | naturalpledge:alt_planks_slab0            |        0 | Dry Iridescent Planks Slab      |     |
| slabWood                    | naturalpledge:alt_planks_slab1            |        0 | Golden Iridescent Planks Slab   |     |
| slabWood                    | naturalpledge:alt_planks_slab2            |        0 | Vivid Iridescent Planks Slab    |     |
| slabWood                    | naturalpledge:alt_planks_slab3            |        0 | Scorched Iridescent Planks Slab |     |
| slabWood                    | naturalpledge:alt_planks_slab4            |        0 | Infused Iridescent Planks Slab  |     |
| slabWood                    | naturalpledge:alt_planks_slab5            |        0 | Mutated Iridescent Planks Slab  |     |
| slabWood                    | naturalpledge:aurora_planks_slab          |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:calico_planks_slab          |        0 | Calico Planks Slab              |     |
| slabWood                    | naturalpledge:circuit_planks_slab         |        0 | Circuitree Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_black      |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_blue       |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_brown      |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_cyan       |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_gray       |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_green      |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_light_blue |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_lime       |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_magenta    |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_orange     |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_pink       |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_purple     |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_red        |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_silver     |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_white      |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:iris_planks_slab_yellow     |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:rainbow_planks_slab         |        0 | Iridescent Planks Slab          |     |
| slabWood                    | naturalpledge:seal_planks_slab            |        0 | Sealing Oak Planks Slab         |     |
| slabWood                    | naturalpledge:thunder_planks_slab         |        0 | Thunderous Oak Planks Slab      |     |
| slimeball                   | embers:adhesive                           |        0 | Adhesive                        |     |
| slimeball                   | minecraft:slime_ball                      |        0 | Slimeball                       |     |
| snowLayer                   | minecraft:snow_layer                      |        0 | Snow                            |     |
| soulSand                    | minecraft:soul_sand                       |        0 | Soul Sand                       |     |
| stairWood                   | minecraft:acacia_stairs                   |        0 | Acacia Wood Stairs              |     |
| stairWood                   | minecraft:birch_stairs                    |        0 | Birch Wood Stairs               |     |
| stairWood                   | minecraft:dark_oak_stairs                 |        0 | Dark Oak Wood Stairs            |     |
| stairWood                   | minecraft:jungle_stairs                   |        0 | Jungle Wood Stairs              |     |
| stairWood                   | minecraft:oak_stairs                      |        0 | Oak Wood Stairs                 |     |
| stairWood                   | minecraft:spruce_stairs                   |        0 | Spruce Wood Stairs              |     |
| stickAluminum               | immersiveengineering:material             |        3 | Aluminium Rod                   |     |
| stickIron                   | immersiveengineering:material             |        1 | Iron Rod                        |     |
| stickSteel                  | immersiveengineering:material             |        2 | Steel Rod                       |     |
| stickTreatedWood            | immersiveengineering:material             |        0 | Treated Stick                   |     |
| stickWood                   | minecraft:stick                           |        0 | Stick                           |     |
| stone                       | minecraft:stone                           |        0 | Stone                           |     |
| stoneAndesite               | minecraft:stone                           |        5 | Andesite                        |     |
| stoneAndesitePolished       | minecraft:stone                           |        6 | Polished Andesite               |     |
| stoneBasalt                 | nex:basalt                                |        0 | Basalt                          |     |
| stoneBasalt                 | nex:basalt                                |        1 | Smooth Basalt                   |     |
| stoneBasalt                 | nex:basalt                                |        2 | Basalt Bricks                   |     |
| stoneBasalt                 | nex:basalt                                |        3 | Basalt Pillar                   |     |
| stoneBasaltBrick            | nex:basalt                                |        2 | Basalt Bricks                   |     |
| stoneBasaltBrick            | nex:basalt                                |        3 | Basalt Pillar                   |     |
| stoneBasaltPolished         | nex:basalt                                |        1 | Smooth Basalt                   |     |
| stoneDiorite                | minecraft:stone                           |        3 | Diorite                         |     |
| stoneDioritePolished        | minecraft:stone                           |        4 | Polished Diorite                |     |
| stoneGranite                | minecraft:stone                           |        1 | Granite                         |     |
| stoneGranitePolished        | minecraft:stone                           |        2 | Polished Granite                |     |
| stoneMarble                 | astralsorcery:blockmarble                 |        0 | Marble                          |     |
| stoneMarble                 | astralsorcery:blockmarble                 |        1 | Marble Bricks                   |     |
| stoneMarble                 | astralsorcery:blockmarble                 |        2 | Marble Pillar                   |     |
| stoneMarble                 | astralsorcery:blockmarble                 |        3 | Marble Arch                     |     |
| stoneMarble                 | astralsorcery:blockmarble                 |        4 | Chiseled Marble                 |     |
| stoneMarble                 | astralsorcery:blockmarble                 |        5 | Engraved Marble                 |     |
| stoneMarble                 | astralsorcery:blockmarble                 |        6 | Runed Marble                    |     |
| string                      | minecraft:string                          |        0 | String                          |     |
| sugarcane                   | minecraft:reeds                           |        0 | Sugar Canes                     |     |
| torch                       | minecraft:torch                           |        0 | Torch                           |     |
| treeLeaves                  | midnight:dark_willow_leaves               |        0 | Dark Willow Leaves              |     |
| treeLeaves                  | midnight:shadowroot_leaves                |        0 | Shadowroot Leaves               |     |
| treeLeaves                  | minecraft:leaves                          |    32767 | (WILDCARD)                      |     |
| treeLeaves                  | minecraft:leaves2                         |    32767 | (WILDCARD)                      |     |
| treeLeaves                  | naturalpledge:alt_leaves0                 |        0 | Dry Iridescent Leaves           |     |
| treeLeaves                  | naturalpledge:alt_leaves0                 |        1 | Golden Iridescent Leaves        |     |
| treeLeaves                  | naturalpledge:alt_leaves0                 |        2 | Vivid Iridescent Leaves         |     |
| treeLeaves                  | naturalpledge:alt_leaves0                 |        3 | Scorched Iridescent Leaves      |     |
| treeLeaves                  | naturalpledge:alt_leaves1                 |        0 | Infused Iridescent Leaves       |     |
| treeLeaves                  | naturalpledge:alt_leaves1                 |        1 | Mutated Iridescent Leaves       |     |
| treeLeaves                  | naturalpledge:aurora_leaves               |        0 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:calico_leaves               |        0 | Calico Leaves                   |     |
| treeLeaves                  | naturalpledge:circuit_leaves              |        0 | Circuitree Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves0                |        0 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves0                |        1 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves0                |        2 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves0                |        3 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves1                |        0 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves1                |        1 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves1                |        2 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves1                |        3 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves2                |        0 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves2                |        1 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves2                |        2 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves2                |        3 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves3                |        0 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves3                |        1 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves3                |        2 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:iris_leaves3                |        3 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:rainbow_leaves              |        0 | Iridescent Leaves               |     |
| treeLeaves                  | naturalpledge:seal_leaves                 |        0 | Sealing Oak Leaves              |     |
| treeLeaves                  | naturalpledge:thunder_leaves              |        0 | Thunderous Oak Leaves           |     |
| treeSapling                 | minecraft:sapling                         |    32767 | (WILDCARD)                      |     |
| treeSapling                 | naturalpledge:calico_sapling              |        0 | Calico Sapling                  |     |
| treeSapling                 | naturalpledge:circuit_sapling             |        0 | Circuitree Sapling              |     |
| treeSapling                 | naturalpledge:iris_sapling                |        0 | Iridescent Sapling              |     |
| treeSapling                 | naturalpledge:seal_sapling                |        0 | Sealing Oak Sapling             |     |
| treeSapling                 | naturalpledge:thunder_sapling             |        0 | Thunderous Oak Sapling          |     |
| unstableFruit               | midnight:unstable_fruit_blue              |        0 | Blue Unstable Fruit             |     |
| unstableFruit               | midnight:unstable_fruit_green             |        0 | Green Unstable Fruit            |     |
| unstableFruit               | midnight:unstable_fruit_lime              |        0 | Lime Unstable Fruit             |     |
| vine                        | minecraft:vine                            |        0 | Vines                           |     |
| wireAluminum                | immersiveengineering:material             |       22 | Aluminium Wire                  |     |
| wireCopper                  | immersiveengineering:material             |       20 | Copper Wire                     |     |
| wireElectrum                | immersiveengineering:material             |       21 | Electrum Wire                   |     |
| wireSteel                   | immersiveengineering:material             |       23 | Steel Wire                      |     |
| wool                        | minecraft:wool                            |    32767 | (WILDCARD)                      |     |
| woolBlack                   | minecraft:wool                            |       15 | Black Wool                      |     |
| woolBlue                    | minecraft:wool                            |       11 | Blue Wool                       |     |
| woolBrown                   | minecraft:wool                            |       12 | Brown Wool                      |     |
| woolCyan                    | minecraft:wool                            |        9 | Cyan Wool                       |     |
| woolGray                    | minecraft:wool                            |        7 | Gray Wool                       |     |
| woolGreen                   | minecraft:wool                            |       13 | Green Wool                      |     |
| woolLightBlue               | minecraft:wool                            |        3 | Light Blue Wool                 |     |
| woolLightGray               | minecraft:wool                            |        8 | Light Gray Wool                 |     |
| woolLime                    | minecraft:wool                            |        5 | Lime Wool                       |     |
| woolMagenta                 | minecraft:wool                            |        2 | Magenta Wool                    |     |
| woolOrange                  | minecraft:wool                            |        1 | Orange Wool                     |     |
| woolPink                    | minecraft:wool                            |        6 | Pink Wool                       |     |
| woolPurple                  | minecraft:wool                            |       10 | Purple Wool                     |     |
| woolRed                     | minecraft:wool                            |       14 | Red Wool                        |     |
| woolWhite                   | minecraft:wool                            |        0 | White Wool                      |     |
| woolYellow                  | minecraft:wool                            |        4 | Yellow Wool                     |     |
| workbench                   | minecraft:crafting_table                  |        0 | Crafting Table                  |     |
+-----------------------------+-------------------------------------------+----------+---------------------------------+-----+
| OreDict Key                 | Registry name                             | Meta/dmg | Display name                    | NBT |
+-----------------------------+-------------------------------------------+----------+---------------------------------+-----+
