+-------------------------------------------+----------+---------------------------------+-------------------------------------------------------------+-----+
| Registry name                             | Meta/dmg | Display name                    | Ore Dict Keys                                               | NBT |
| naturalpledge:iris_dye_awakened           |        3 | Light Blue Awakened Crystal     | dye,dyeLightBlue,irisDye,irisDyeAwakened,irisDyeLightBlue   |     |
| naturalpledge:iris_dye_awakened           |        4 | Yellow Awakened Crystal         | dye,dyeYellow,irisDye,irisDyeAwakened,irisDyeYellow         |     |
| naturalpledge:iris_dye_awakened           |        5 | Lime Awakened Crystal           | dye,dyeLime,irisDye,irisDyeAwakened,irisDyeLime             |     |
| naturalpledge:iris_dye_awakened           |        6 | Pink Awakened Crystal           | dye,dyePink,irisDye,irisDyeAwakened,irisDyePink             |     |
| naturalpledge:iris_dye_awakened           |        7 | Gray Awakened Crystal           | dye,dyeGray,irisDye,irisDyeAwakened,irisDyeGray             |     |
| naturalpledge:iris_dye_awakened           |        8 | Light Gray Awakened Crystal     | dye,dyeLightGray,irisDye,irisDyeAwakened,irisDyeLightGray   |     |
| naturalpledge:iris_dye_awakened           |        9 | Cyan Awakened Crystal           | dye,dyeCyan,irisDye,irisDyeAwakened,irisDyeCyan             |     |
| naturalpledge:iris_dye_awakened           |       10 | Purple Awakened Crystal         | dye,dyePurple,irisDye,irisDyeAwakened,irisDyePurple         |     |
| naturalpledge:iris_dye_awakened           |       11 | Blue Awakened Crystal           | dye,dyeBlue,irisDye,irisDyeAwakened,irisDyeBlue             |     |
| naturalpledge:iris_dye_awakened           |       12 | Brown Awakened Crystal          | dye,dyeBrown,irisDye,irisDyeAwakened,irisDyeBrown           |     |
| naturalpledge:iris_dye_awakened           |       13 | Green Awakened Crystal          | dye,dyeGreen,irisDye,irisDyeAwakened,irisDyeGreen           |     |
| naturalpledge:iris_dye_awakened           |       14 | Red Awakened Crystal            | dye,dyeRed,irisDye,irisDyeAwakened,irisDyeRed               |     |
| naturalpledge:iris_dye_awakened           |       15 | Black Awakened Crystal          | dye,dyeBlack,irisDye,irisDyeAwakened,irisDyeBlack           |     |
| naturalpledge:iris_dye_awakened           |       16 | Bifrost Awakened Crystal        | dye,dyeRainbow,irisDye,irisDyeAwakened,irisDyeRainbow       |     |
| naturalpledge:iris_leaves0                |        0 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves0                |        1 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves0                |        2 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves0                |        3 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves1                |        0 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves1                |        1 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves1                |        2 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves1                |        3 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves2                |        0 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves2                |        1 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves2                |        2 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves2                |        3 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves3                |        0 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves3                |        1 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves3                |        2 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_leaves3                |        3 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:iris_log0                   |        0 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log0                   |        1 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log0                   |        2 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log0                   |        3 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log1                   |        0 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log1                   |        1 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log1                   |        2 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log1                   |        3 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log2                   |        0 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log2                   |        1 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log2                   |        2 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log2                   |        3 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log3                   |        0 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log3                   |        1 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log3                   |        2 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_log3                   |        3 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:iris_planks                 |        0 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |        1 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |        2 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |        3 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |        4 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |        5 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |        6 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |        7 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |        8 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |        9 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |       10 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |       11 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |       12 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |       13 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |       14 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks                 |       15 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:iris_planks_slab_black      |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_blue       |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_brown      |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_cyan       |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_gray       |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_green      |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_light_blue |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_lime       |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_magenta    |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_orange     |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_pink       |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_purple     |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_red        |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_silver     |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_white      |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_planks_slab_yellow     |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:iris_sapling                |        0 | Iridescent Sapling              | treeSapling                                                 |     |
| naturalpledge:rainbow_dirt                |    32767 | (WILDCARD)                      | irisDirt                                                    |     |
| naturalpledge:rainbow_leaves              |        0 | Iridescent Leaves               | treeLeaves                                                  |     |
| naturalpledge:rainbow_log                 |        0 | Iridescent Log                  | logWood                                                     |     |
| naturalpledge:rainbow_planks              |        0 | Iridescent Planks               | plankWood                                                   |     |
| naturalpledge:rainbow_planks_slab         |        0 | Iridescent Planks Slab          | slabWood                                                    |     |
| naturalpledge:resource                    |        0 | Thundersteel Ingot              | ingotThundersteel                                           |     |
| naturalpledge:resource                    |        1 | Awakened Thundersteel Ingot     | ingotThundersteel,ingotThundersteelAwakened                 |     |
| naturalpledge:resource                    |        2 | Soulroot                        | lifeRoot                                                    |     |
| naturalpledge:resource                    |        3 | Awakened Soulroot               | lifeRoot,lifeRootAwakened                                   |     |
| naturalpledge:resource                    |        4 | Aquamarine Shard                | gemAquamarine,gemNjordAquamarine                            |     |
| naturalpledge:resource                    |        5 | Awakened Aquamarine Shard       | gemAquamarine,gemNjordAquamarine,gemNjordAquamarineAwakened |     |
| naturalpledge:resource                    |        6 | Thundersteel Nugget             | nuggetThundersteel                                          |     |
| naturalpledge:resource                    |        7 | Hearth Ember                    | hearthstone                                                 |     |
| naturalpledge:resource                    |        8 | Awakened Hearth Ember           | hearthstone,hearthstoneAwakened                             |     |
| naturalpledge:resource                    |        9 | Divine Spirit                   | divineSpirit                                                |     |
| naturalpledge:resource                    |       10 | Awakened Divine Spirit          | divineSpirit,divineSpiritAwakened                           |     |
| naturalpledge:seal_leaves                 |        0 | Sealing Oak Leaves              | treeLeaves                                                  |     |
| naturalpledge:seal_log                    |        0 | Sealing Oak Log                 | logWood                                                     |     |
| naturalpledge:seal_planks                 |        0 | Sealing Oak Planks              | plankSeal,plankWood                                         |     |
| naturalpledge:seal_planks                 |    32767 | (WILDCARD)                      | plankSeal                                                   |     |
| naturalpledge:seal_planks_slab            |        0 | Sealing Oak Planks Slab         | slabWood                                                    |     |
| naturalpledge:seal_sapling                |        0 | Sealing Oak Sapling             | treeSapling                                                 |     |
| naturalpledge:storage                     |        0 | Block of Thundersteel           | blockThundersteel                                           |     |
| naturalpledge:storage                     |        1 | Aquamarine Bricks               | blockAquamarine                                             |     |
| naturalpledge:thunder_leaves              |        0 | Thunderous Oak Leaves           | treeLeaves                                                  |     |
| naturalpledge:thunder_log                 |        0 | Thunderous Oak Log              | logWood                                                     |     |
| naturalpledge:thunder_planks              |        0 | Thunderous Oak Planks           | plankThunder,plankWood                                      |     |
| naturalpledge:thunder_planks              |    32767 | (WILDCARD)                      | plankThunder                                                |     |
| naturalpledge:thunder_planks_slab         |        0 | Thunderous Oak Planks Slab      | slabWood                                                    |     |
| naturalpledge:thunder_sapling             |        0 | Thunderous Oak Sapling          | treeSapling                                                 |     |
| nex:amethyst_block                        |        0 | Nether Amethyst Block           | blockAmethyst                                               |     |
| nex:amethyst_crystal                      |        0 | Nether Amethyst Crystal         | gemAmethyst                                                 |     |
| nex:amethyst_ore                          |        0 | Nether Amethyst Ore             | oreAmethyst                                                 |     |
| nex:basalt                                |        0 | Basalt                          | stoneBasalt                                                 |     |
| nex:basalt                                |        1 | Smooth Basalt                   | stoneBasalt,stoneBasaltPolished                             |     |
| nex:basalt                                |        2 | Basalt Bricks                   | stoneBasalt,stoneBasaltBrick                                |     |
| nex:basalt                                |        3 | Basalt Pillar                   | stoneBasalt,stoneBasaltBrick                                |     |
| nex:congealed_magma_cream                 |        0 | Congealed Magma Cream           | foodCongealedmagmacream                                     |     |
| nex:enoki_mushroom                        |        0 | Enoki Mushroom                  | cropEnokimushroom,listAllmushroom,listAllveggie,mushroomAny |     |
| nex:ghast_meat_cooked                     |        0 | Cooked Ghast Meat               | foodMeats,listAllghastcooked,listAllmeatcooked              |     |
| nex:ghast_meat_raw                        |        0 | Raw Ghast Meat                  | foodMeats,listAllghastraw,listAllmeatraw                    |     |
| nex:netherbrick                           |        0 | Fiery Nether Brick              | ingotBrickNether                                            |     |
| nex:netherbrick                           |        1 | Icy Nether Brick                | ingotBrickNether                                            |     |
| nex:netherbrick                           |        2 | Lively Nether Brick             | ingotBrickNether                                            |     |
| nex:netherbrick                           |        3 | Gloomy Nether Brick             | ingotBrickNether                                            |     |
| nex:netherrack                            |        0 | Fiery Netherrack                | netherrack                                                  |     |
| nex:netherrack                            |        1 | Icy Netherrack                  | netherrack                                                  |     |
| nex:netherrack                            |        2 | Lively Netherrack               | netherrack                                                  |     |
| nex:netherrack                            |        3 | Gloomy Netherrack               | netherrack                                                  |     |
| nex:quartz_ore                            |        0 | Fiery Quartz Ore                | oreQuartz                                                   |     |
| nex:quartz_ore                            |        1 | Icy Quartz Ore                  | oreQuartz                                                   |     |
| nex:quartz_ore                            |        2 | Lively Quartz Ore               | oreQuartz                                                   |     |
| nex:quartz_ore                            |        3 | Gloomy Quartz Ore               | oreQuartz                                                   |     |
| nex:rime_block                            |        0 | Nether Rime Block               | blockRime                                                   |     |
| nex:rime_crystal                          |        0 | Nether Rime Crystal             | gemRime                                                     |     |
| nex:rime_ore                              |        0 | Nether Rime Ore                 | oreRime                                                     |     |
| nex:soul_glass                            |        0 | Soul Glass                      | blockGlass                                                  |     |
| nex:soul_glass_pane                       |        0 | Soul Glass Pane                 | paneGlass                                                   |     |
| nex:wither_bone                           |        0 | Wither Bone                     | boneWithered                                                |     |
| nex:wither_dust                           |        0 | Wither Dust                     | dyeBlack                                                    |     |
| pickletweaks:dye_powder                   |        0 | White Dye Powder                | dyeWhite                                                    |     |
| pickletweaks:dye_powder                   |        1 | Orange Dye Powder               | dyeOrange                                                   |     |
| pickletweaks:dye_powder                   |        2 | Magenta Dye Powder              | dyeMagenta                                                  |     |
| pickletweaks:dye_powder                   |        3 | Light Blue Dye Powder           | dyeLightBlue                                                |     |
| pickletweaks:dye_powder                   |        4 | Yellow Dye Powder               | dyeYellow                                                   |     |
| pickletweaks:dye_powder                   |        5 | Lime Dye Powder                 | dyeLime                                                     |     |
| pickletweaks:dye_powder                   |        6 | Pink Dye Powder                 | dyePink                                                     |     |
| pickletweaks:dye_powder                   |        7 | Gray Dye Powder                 | dyeGray                                                     |     |
| pickletweaks:dye_powder                   |        8 | Light Gray Dye Powder           | dyeLightGray                                                |     |
| pickletweaks:dye_powder                   |        9 | Cyan Dye Powder                 | dyeCyan                                                     |     |
| pickletweaks:dye_powder                   |       10 | Purple Dye Powder               | dyePurple                                                   |     |
| pickletweaks:dye_powder                   |       11 | Blue Dye Powder                 | dyeBlue                                                     |     |
| pickletweaks:dye_powder                   |       12 | Brown Dye Powder                | dyeBrown                                                    |     |
| pickletweaks:dye_powder                   |       13 | Green Dye Powder                | dyeGreen                                                    |     |
| pickletweaks:dye_powder                   |       14 | Red Dye Powder                  | dyeRed                                                      |     |
| pickletweaks:dye_powder                   |       15 | Black Dye Powder                | dyeBlack                                                    |     |
+-------------------------------------------+----------+---------------------------------+-------------------------------------------------------------+-----+
| Registry name                             | Meta/dmg | Display name                    | Ore Dict Keys                                               | NBT |
+-------------------------------------------+----------+---------------------------------+-------------------------------------------------------------+-----+
